"script_name","run_time","red","green","blue","x_coordinate","y_coordinate","finished"
"pyautogui-pixel-color.py",280.126094818,45,42,46,780,1130,1515976790.577574
"pyautogui-pixel-color.py",281.387090683,45,42,46,936,1179,1515976791.037359
"pyautogui-pixel-color.py",279.555082321,47,52,63,1598,440,1515976791.463997
"pyautogui-pixel-color.py",280.41887283299997,45,42,46,1665,661,1515976791.926267
"pyautogui-pixel-color.py",279.989004135,20,21,22,2318,638,1515976792.389897
"pyautogui-pixel-color.py",279.47497367899996,82,83,81,2024,686,1515976792.82125
"pyautogui-pixel-color.py",280.657052994,74,74,73,2319,1004,1515976793.275761
"pyautogui-pixel-color.py",281.16607666,45,42,46,655,1144,1515976793.747178
"pyautogui-pixel-color.py",282.207965851,20,21,22,2781,1245,1515976794.178843
"pyautogui-pixel-color.py",278.820991516,20,21,22,1946,1281,1515976794.646726
"pyautogui-pixel-color.py",280.535936356,45,42,46,1620,652,1515976795.090339
"pyautogui-pixel-color.py",297.698974609,45,42,46,1088,783,1515976795.557433
"pyautogui-pixel-color.py",281.406879425,34,31,34,105,733,1515976795.987157
"pyautogui-pixel-color.py",280.187129974,20,21,22,2521,1314,1515976796.447507
"pyautogui-pixel-color.py",280.68780899,20,21,22,2285,638,1515976796.911549
"pyautogui-pixel-color.py",280.857086182,45,42,46,1802,957,1515976797.371155
"pyautogui-pixel-color.py",279.268026352,77,74,78,1122,1087,1515976797.831735
"pyautogui-pixel-color.py",281.312942505,20,21,22,2873,433,1515976798.258365
"pyautogui-pixel-color.py",279.799938202,45,42,46,1569,759,1515976798.722533
"pyautogui-pixel-color.py",284.790039062,0,0,0,1212,384,1515976799.166482
"pyautogui-pixel-color.py",293.212890625,20,21,22,2731,1401,1515976799.62848
"pyautogui-pixel-color.py",280.511140823,45,42,46,1443,936,1515976800.062687
"pyautogui-pixel-color.py",281.30912780799997,45,42,46,791,1365,1515976800.52055
"pyautogui-pixel-color.py",279.078960419,34,31,34,70,502,1515976800.981263
"pyautogui-pixel-color.py",280.267000198,34,31,34,122,818,1515976801.413443
"pyautogui-pixel-color.py",280.755996704,45,42,46,1537,792,1515976801.877975
"pyautogui-pixel-color.py",281.02612495399995,45,42,46,1361,743,1515976802.306497
"pyautogui-pixel-color.py",280.560970306,45,42,46,1055,830,1515976802.306662
